"","artist_name","album_name","release_date","album_id","year","song_id","song_name","tempo","loudness","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","genre","jazz"
"1","Maggie Lindemann","debbie downer","2022-02-10","4jxtbLNDuxXJwXk8D9EhS6",2022,"6VTzauIrG2hjKtKFYFJfMT","debbie downer",165.180387173333,-2.34660399954446,0.617246600298533,0.554017924242988,0.594094517442852,0.448484139008558,0.419073007831951,0.479491371879948,0.351113281563717,0.422514961711235,0.317280370568496,0.536583864222674,0.354797966845938,0.346370239369067,56.7587714381026,56.4375281804606,31.8045613136133,-9.93504841636077,15.4552034436405,-34.5653968692877,15.6137236899725,4.07405127855998,-2.67378117352491,4.53925281417398,-10.1045862190877,-3.94809229491198,"post-punk",0
"2","Cobra Starship","Night Shades (Deluxe Edition)","2011-08-29","6AAHtZJCoS0xZLSmzVXOd4",2011,"4QSf9Y4ESeunmUYq0kcph4","Anything for Love (feat. Shaggy) - Cobra Starship Mix [Cobra Starship Mix Bonus Track]",131.09988311722,-18.5915991014263,0.547242826335209,0.528573878504869,0.514877343354634,0.50255460601943,0.46403158420807,0.613830233860489,0.388472228707066,0.429297010155447,0.452723523740847,0.357422428548881,0.372304753568711,0.435589973396783,39.2226206795965,76.0362383604117,31.6920492953086,-2.32271282648925,-1.48234961044344,-23.2022369923359,-9.46032051300936,3.08039048905034,-14.7284619228715,-3.20389472424246,-5.51208060866601,-1.00569295968324,"post-punk",0
"3","Joy Division","TOTAL","2011-06-03","3rPC5Y8e9S6dGGkWvRYPRD",2011,"61E8w4M1XI9PSYjWNXIRkA","Ceremony - 2011 Total Version",83.2004630617164,-11.6307892599438,0.318887973020304,0.291392631880618,0.386057367630299,0.236742334585262,0.362938583729162,0.21722408000783,0.322458750164627,0.354447645423914,0.219472200291516,0.355168415685937,0.210629767451764,0.332270853111726,43.2713703684649,20.8093836495471,-7.20383769661774,1.53825003695149,-3.1601163066515,-9.68995422106012,-6.62010057798889,7.6336090915856,-11.2889961505598,-2.91861887153089,-16.1214297667384,-2.47368291431648,"post-punk",0
"4","Bauhaus","Bauhaus - 1979-1983 Volume One","1986-05-01","45dOGV9xFXC7Y9eUJsWWWl",1986,"0rHGE78Acp9sO0X0wtr1Iz","In the Flat Field",98.1675815878402,-3.56799306640816,0.631083146169179,0.700434032526203,0.442968783651299,0.259032949046147,0.281993545399705,0.348000216293637,0.513418447502387,0.395618171350336,0.385382503432536,0.405122584199685,0.32758813639741,0.470129932365039,49.7330738433697,66.1334842767214,-21.1924739420495,39.7298350873003,-11.8738687518574,-18.7933103831916,-16.8505026188494,2.7943633923072,-2.41299482654782,2.87032651121027,-17.4045297640689,4.15688793126019,"post-punk",0
"5","Talking Heads","The Name of This Band Is Talking Heads (Expanded 2004 Remaster)","1982-03-24","2WTDHjiVNCHY3ju9kmGNOY",1982,"3P4dUjdsYqklU2vGN12rWk","Stay Hungry - Live at Capitol Theater, New Jersey",145.926351472723,-7.88445088355961,0.558738124131845,0.490458577027325,0.362304378119593,0.375303543959605,0.430545626329092,0.418420467169921,0.489030411195463,0.519421365854749,0.437776665835181,0.447593602269728,0.47687062038701,0.558032621087205,51.1191406882633,71.0471463398999,19.9346190697534,-15.9176490150762,-11.9810516349527,-31.4922739039116,0.447795827360095,0.77598419758951,-5.47238156339654,3.53507676095051,-7.65903123598759,-10.0299014201178,"post-punk",0
"6","The Cab","2022 欧美网络热歌","2022-05-25","0NNQtbrhmU6KuVIf39RgdY",2022,"7yDuTXO0hKOCRjigQkN539","SPRING BREAK IN MEXICO",89.8486187165058,-3.89356320205158,0.342164901164514,0.509028641524427,0.232751659977268,0.238702829690624,0.419103636493742,0.261893047039297,0.311788320089351,0.228031925539785,0.277744962414571,0.250634683907776,0.246536089579049,0.40152160267103,53.4751874957592,47.299637970919,18.599755297324,-9.22504868904556,11.2347929353294,-28.570705863401,10.5228581544762,3.0260855083283,-1.66879703328768,0.799796300530937,-10.4964102441822,1.24226807693239,"post-punk",0
"7","The Smiths","Guitar Pop","2023-02-24","7DGxDnk2ELJTO8nSMCKZ7i",2023,"6BeJgx8KmpPqYwklWuznXR","This Charming Man - 2011 Remaster",137.706769064172,-3.14184838115288,0.300679300813763,0.458972614081933,0.31146437458011,0.385274905761324,0.272791360774724,0.377374394637129,0.684457038059477,0.255818975064312,0.221867891911964,0.198731030725595,0.268256355681071,0.434798905732008,54.0677525262806,145.210494024181,4.50070582640539,8.08823721644724,-21.0458626599859,-25.7515078756905,-27.0550097853826,7.8690267081325,-7.51294443663228,0.911153069310317,-16.7121448239942,-3.09981092137697,"post-punk",0
"8","The Replacements","Closing Time (Live 1991)","2020-12-17","19dz8tp2LeLzBBxb66zak4",2020,"5nc2P1NEWEZXygGNQ7L93H","Waitress in the Sky - Live 1991",132.03102319818,-7.44344835948635,0.509095216453895,0.527874031351438,0.49403726481135,0.311772143575838,0.330726752395933,0.268769779438219,0.538399820396694,0.449298601898657,0.385953841765112,0.435870201787282,0.280936285431967,0.632356972895976,50.640478809619,56.1698721025433,29.8032831876396,5.32270538621618,29.4236900133215,-33.1976484918354,7.06708625299641,2.37305362948702,-5.80395710739202,2.53211370722894,-10.0891901001404,-0.167149592043588,"post-punk",0
"9","Lebanon Hanover","X","2020-05-22","793KB4x47A8icaIrB0j82V",2020,"5YSpoIO7HibFdcRQAU0PMz","Narin Yalnızlık (She Past Away Sahara Mix)",176.593743027197,-14.5466061460148,0.43820979726206,0.332164755215124,0.249920714431226,0.163626216916558,0.362612705875163,0.191088282146349,0.204839968790743,0.176231246455346,0.264877000285202,0.322252341223924,0.402935818244785,0.509957641949153,41.7081221520127,59.8745350531698,25.1296851765808,23.4009003252526,20.2366847740385,-24.6683977963657,-1.03080853235007,1.87561515555737,-9.77305154779172,2.45247627583116,-6.87935309383149,1.36040265107562,"post-punk",0
"10","The Cure","Show","1993-10-26","0oi8Xnmhy3lMsSlpeoXvmP",1993,"1qrORdrfuqfhR0WvNb4PpK","End - Live At The Palace, Auburn Hills, Michigan",123.000919494607,-14.475343737956,0.76356354320668,0.328527803680482,0.302761890238207,0.344987975973534,0.160551753046791,0.246446874092692,0.169053301755676,0.427802250376654,0.299803652648321,0.18175593174337,0.424733753014875,0.325272176749196,39.1620464274638,-54.7172795667413,-46.0533275442438,23.0423471269977,32.0609266781891,-20.5332596179408,-17.9087436410991,1.81473086067106,-6.39122901002626,-9.57984508395878,-12.6080776956602,8.98676402989162,"post-punk",0
"11","The Ready Set","I'm Alive, I'm Dreaming (Deluxe)","2010-06-14","1c1J0ix7ZDtmAhxFE04T4k",2010,"5KqCkzcDvx04iUBpHhdiea","Melody's Song",172.170397912423,-3.16348474806906,0.375353674053284,0.583742168562603,0.589009118138838,0.330230011536174,0.387604884999184,0.34299413230241,0.502643280012098,0.394895551821266,0.306250325877388,0.473153425540826,0.279856726273088,0.414706299908903,54.7179266592559,84.2029217974262,18.7237379961036,-12.7033502729104,8.4782606915781,-32.6557940515854,4.70853016041891,3.43706222948701,-3.43108408036582,6.83455165189934,-9.64185715290392,-1.44656722973365,"post-punk",0
"12","Soda Stereo","SEP7IMO DIA","2017-03-10","0HUncweJW3LTO0YOvOEX4a",2017,"45utWFSZB3s3IZWdx4UHuc","Planeador (SEP7IMO DIA)",160.713798047198,-6.57853904115823,0.711191196298,0.515108222710505,0.399210016440101,0.386314495351027,0.324825498717783,0.329498098432057,0.31411420904827,0.43033726751881,0.365270900369666,0.372744386557769,0.528238709468301,0.493119099433495,51.0062982596527,68.7482459983579,37.796946756423,-1.26959348245793,5.67742433787353,-23.8508635244236,-0.897145944373698,3.12359923421597,-3.62985613666725,1.24342904024523,-7.38737401759576,-4.78812178973914,"post-punk",0
"13","The Cure","Wish (30th Anniversary Edition)","2022-11-25","2Zj1cFOmfPfykuXLVGXhhe",2022,"5BYejRBWfhQqbQsfX8rgeR","The Three Sisters - Dim-D Mix",76.7509329480308,-8.70588564074612,0.239027789419978,0.316303866506229,0.347636597461121,0.307143150014421,0.174694290562533,0.198064873914832,0.0815209591518058,0.0938833026759607,0.0968978720307317,0.232751850598052,0.392227421405906,0.196655944314121,46.972913951966,24.3246936560748,5.7273582354025,-5.07949413308145,14.5738263889904,-20.4812940050116,-8.97563427627417,-4.64368777978857,-6.29013158678358,-3.2220638544989,-12.1596212549007,-5.45521368010198,"post-punk",0
"14","The B-52's","Funplex","2008-01-01","7eLWUHoSGzGyIKoHyHh9oR",2008,"6XgyR6uXGItu63j3aDyrDr","Deviant Ingredient",127.86501419265,-6.3279286980004,0.442368716229371,0.702921543982096,0.479722351040671,0.55646456409469,0.670532115174453,0.655145073707864,0.737476286913317,0.468418710540983,0.473368533204615,0.458802632202985,0.368663091075492,0.404750745434031,52.3483744758593,105.437670105755,17.2605407560571,-14.3481715732138,-19.2592974469403,-28.6545865303095,-17.055699186846,-0.787106994271394,-9.96114999330313,2.03450326805909,-4.27750283830125,4.70063504207605,"post-punk",0
"15","Nico","The End...","1974-11-01","5gh8BEOwNgtuFj4Fmct9iq",1974,"2zintAlXAr7qKeT2vsbmNR","We've Got The Gold",92.2529071083457,-15.6753513806506,0.528547918570267,0.322017501962738,0.414728389460368,0.183609447301069,0.207535748760901,0.347158620415627,0.251489564109866,0.714463298797187,0.255918989221717,0.228708184006014,0.209380824693113,0.260699725819673,40.9841490380498,58.3113659462592,14.0063126968033,2.7170743527758,31.9262012225715,-24.1940422394166,6.53651744509823,-0.535648333288497,-5.6131145499865,5.9716984189254,-8.96328422199979,-1.76997606727638,"post-punk",0
"16","Wire","Wire 1985-1990: The A List","1993-05-18","0YpX3Qd9H1IosnFmErWiCz",1993,"7Cd74dHW4x6Tv1f2dZgQon","Madman's Honey - The A List Version",134.644242959163,-7.45538197851501,0.450358763639762,0.417898478037065,0.467613225379669,0.362017924724247,0.491660259662727,0.299315778211524,0.304634952394745,0.400323425565696,0.35363274631251,0.43201468242554,0.305824861367491,0.483274492546386,50.9915905433093,69.7239459736551,5.11307431682758,-20.0946880822152,-10.3166178702456,-33.1935922447706,-0.758142256640689,4.52458666751922,-3.09877638004646,4.37914174799138,-6.56315743748647,-3.39053899074009,"post-punk",0
"17","Siouxsie and the Banshees","The Scream (Deluxe)","1978-11-13","5NlfouMUC3E7S0qXfKskEk",1978,"0SJX5R7GToidQwaMXabpKy","Mirage - Pathway Session",94.4163940991655,-5.02584030226008,0.247510121058121,0.32089725026649,0.326495052692479,0.264232810536389,0.588554526537164,0.39040625856333,0.415669189662707,0.442649572546747,0.290993315956645,0.427483265030683,0.260254385615682,0.363699065580245,53.5854318776291,106.928678217066,28.8608941361483,-3.50144834262269,-5.00367219140259,-27.1056465874967,2.60800954774423,-4.51356274636007,-6.79318294778784,-0.036545917492939,-6.81241512404022,3.23810840999337,"post-punk",0
"18","Boys Like Girls","NOW That's What I Call Music 29, 30, 31","2009-01-01","67C96QsTFtr2y1anvpoDgp",2009,"38Qs9sgc0ofGIXHEckEALI","Don't Think I Don't Think About It",95.0369063075996,-12.4118233423837,0.0856134036510547,0.165587490447551,0.327795415219804,0.163886423387063,0.462676620445986,0.10802896446101,0.121667005661479,0.135939024079245,0.130854514188527,0.463234537732434,0.119614850720688,0.160771939605148,44.5070039077268,61.0649310547014,21.3921474355175,5.47582325379351,7.19940195712847,-13.2872457455002,1.24027500401922,10.6017742296073,7.41160607298753,1.33572038403571,-9.33045242737033,9.70650515090779,"post-punk",0
"19","Boy Harsher","Careful","2019-02-01","0fVsToJ6TTDmr1LM4002mr",2019,"2tRg2o2AIUa8h3Sv4cJlpc","The Look You Gave (Jerry)",84.3997248153932,-6.60571618138111,0.224273652936573,0.540708206715149,0.389671852902606,0.23084473010917,0.351750094761719,0.158020185895525,0.324529784052104,0.168315967810466,0.271207540951584,0.452280962766823,0.196441190431641,0.339778451283702,49.2873586357836,20.9313537356522,-0.914041856691715,-11.7100349200251,31.9538127820959,-24.4438168647226,-5.24210822839149,-8.71449732062217,-4.16688261806514,-2.49590388883187,-9.81925247596235,3.98221296680391,"post-punk",0
"20","Dinosaur Jr.","Without a Sound","1994-08-23","0yxM1OyaFOZiJhi9eNThE4",1994,"13B250w6Pq4jKOHajYwWhe","Over Your Shoulder",156.304506649816,-6.60520342587437,0.557571871401498,0.576169642431156,0.562287912256271,0.419638952013938,0.426571700827634,0.490327865351791,0.564528653057269,0.453972919056684,0.426723449390076,0.531853358421399,0.293100967731275,0.408272570174131,49.5139356262235,23.9230787715671,18.8461557961536,7.78624908155324,32.6027639487062,-15.7536861460896,19.6654167941201,6.39087249174387,-8.69733607967317,-8.28377993893761,-10.8449486410367,3.40133638220557,"post-punk",0
"21","The Smiths","The Queen Is Dead (Deluxe Edition)","1986-06-16","0vlgxCvO6LQXTR06b8r2rj",1986,"66xHkdUeQUaCTT9JmSHtqy","The Queen Is Dead - Full Version",120.372986696337,-13.0075213125755,0.717103819358326,0.693398352603375,0.27460210720574,0.444084740163986,0.205978649010844,0.217464550678974,0.270981881835378,0.189595943801814,0.257615456659736,0.22353922477765,0.32254445543877,0.401536035229674,42.0568457346462,-37.9615420401716,-44.2641500842788,11.3870553671584,6.94092719048894,-41.9823465798515,-5.12194219308674,-5.98190740343102,-5.93359866007072,-3.77856820035036,-9.93689244549131,-4.56116949006779,"post-punk",0
"22","Dinosaur Jr.","Sweep It Into Space","2021-04-23","5nq7eeznlbbS4koADLXd5k",2021,"0olFV9OYyxFTENCeshX8VT","To Be Waiting",134.782341892389,-5.7654442492011,0.287537543264399,0.570752890789433,0.231473559516828,0.325889681322727,0.39887740096047,0.242650894477929,0.411545150649935,0.362802478822293,0.547817227630267,0.308054091032367,0.255101599508339,0.377694726769906,52.1703238602849,57.4276332822833,34.4107209851974,-4.11334904706977,17.0481288938865,-22.9750566688822,4.5689505814788,3.2287337636457,-9.72119687990944,0.397427249261238,-6.22107046388313,-0.0360179341478479,"post-punk",0
"23","Hawthorne Heights","Zero","2013-09-02","4lqaZx8tSfw0fZ4yTP82AC",2013,"51AcZiRLxJfgyFaxR2txP5","Golden Parachutes",119.882028456764,-10.3031669154248,0.637543380724211,0.596647326799703,0.511705087541359,0.486029276228335,0.306351445327523,0.273535902217067,0.153260166579279,0.255426898869181,0.276015353464859,0.343807439229222,0.228934031675265,0.365317967536465,43.3850282067324,-38.9441687537981,-26.3649653330267,40.773559758499,38.5566825063516,-30.445276586264,2.61458334784463,-16.1064787198561,-9.69667037504315,-2.30515099169408,-6.40825016121514,-0.00512958347611632,"post-punk",0
"24","Wire","WIRE On The Box: 1979","2004-10-04","1oLIAQG6xh3a96U5Wki0xt",2004,"4A3tJHK58wXDLUyZStSoWG","Men 2nd - (On the Box - live 1979)",91.9451389065273,-4.70364461643705,0.164826057172366,0.224375037653204,0.504913493175221,0.141967650244739,0.167424068604346,0.122836918473203,0.301294638457415,0.31219736511564,0.144562504394299,0.512213676411312,0.156093005978679,0.215561231425275,52.2699122376504,24.647221855261,9.30390189211197,-2.18717242868048,9.63373479542158,-22.9696706209847,2.00256710471699,-0.301738466452183,-2.63719690670237,-5.04303681341288,-10.5537850506957,1.62378716448174,"post-punk",0
"25","Joy Division","Everybody's Got to Learn Sometime - The 80's","2023-03-03","782dTJxaUxsFqbqr34x8B8",2023,"2RPMOaZkn9C2aAAqZefUGB","Pet Sematary (Single Version)",136.347082491091,-6.70795838901788,0.516972370654268,0.628291024245504,0.612674191404826,0.446362139933752,0.379131073658563,0.441044016367938,0.451264928741945,0.462975593258033,0.365722762437542,0.394997010644741,0.389554662529488,0.399404494469699,48.0834439757657,63.4414462518471,-13.030520983184,11.0090651654341,6.25597969749874,-18.9583958370485,-2.54734606152052,1.89674251213984,-11.2710909623371,5.92231172017338,-31.197965074429,0.864097876670998,"post-punk",0
"26","Butthole Surfers","Rock 90s","2023-01-07","2qn5C7PBj3QP9kQej81Ok2",2023,"3d2byPNfS5fL9K7n6n6JmD","Jerry Was A Race Car Driver",73.9360754160071,-14.5644590984955,0.360224359710108,0.197662181654245,0.181638453813966,0.205351539221634,0.172681871979611,0.130906864091527,0.280701537512779,0.109883516967073,0.125640596582601,0.18994430347297,0.300780463426413,0.921816911069732,42.1826181749499,-17.1516854478778,45.2500800456779,6.21487077387743,-3.47238431014177,-30.8639171407589,25.5236927916884,2.8227072218018,-13.7206542674224,-4.24652445577235,-8.29222165826384,6.06385376201286,"post-punk",0
"27","Silverstein","Redux II","2020-11-20","0jseldUUfdYrp6TZKRqkYy",2020,"0nfLlJeZX4QtPGHKxbIadL","My Disaster (2.0)",76.8264041598953,-18.6391860621801,0.352820382533428,0.336459419227327,0.26864044321743,0.194713597765241,0.175272094190862,0.259734396553497,0.277940543671874,0.296939330193477,0.214912424694453,0.269361797670796,0.212256933796448,0.241122648706654,37.203331961128,3.64901784056416,54.8843774234383,1.93901707060161,34.4947814278242,-16.7107130671835,-21.5259215086636,-3.35545065674462,-1.9401732867799,-4.56003056424265,-10.3440000206877,-4.27686619576882,"post-punk",0
"28","Joy Division","Unknown Pleasures (2007 Remaster)","1979-06-01","13NOZCH3BH73t9bCVPyPP8",1979,"7dZs1WjMeO4F8BUlXHQFz8","Shadowplay - 2007 Remaster",188.406601052253,-2.70426316613821,0.423322265195831,0.55604791650983,0.373151756785935,0.543393460492336,0.376884755054647,0.348104557767069,0.397474343348976,0.324690886084155,0.392890273004118,0.337768245883533,0.453794496839531,0.496723358970945,55.0748280061499,59.0563225934849,24.0710628239003,-6.80206442510332,6.16505177406205,-27.8648197362431,0.366520563610873,7.3330087489502,1.60073577180331,7.54575040012175,-10.272346937433,-0.454397387549999,"post-punk",0
"29","I See Stars","Digital Renegade (Instrumental)","2012-07-31","46XCEQkymSrqdJaBVqnW2G",2012,"2dTXc5Et5qgfxkwkuUeuCm","Electric Forest - Instrumental",60.3763479949371,-14.836152348129,0.318654551906631,0.177392465031219,0.555908292863927,0.25425520894259,0.108721963942979,0.270866555765223,0.200327135281548,0.488293834783545,0.277784008837879,0.222829571604091,0.193280070954735,0.173494009310144,40.9595967223218,-23.647492638833,68.5890028443779,12.2029763365906,42.0067374713151,-21.0184146150815,-7.03820256666169,-0.555391779093842,-2.03498568791533,-4.26462382845169,-7.05941507063962,1.11019586161083,"post-punk",0
"30","Wire","Live At The Roxy, London (1977) / Live At CBGB Theatre, New York (1978) [70's live DBL]","2006-11-13","2YbYcC1Ze4UOfGkqxUlhM6",2006,"1XtqsdWRPOE927naCngcNv","Mary Is A Dyke - (live 1st April 1977)",100.352383362153,-3.70963817272735,0.533732277273938,0.542250380786382,0.554434607201921,0.327597736515581,0.414129399990984,0.424206650130641,0.351026795208096,0.334697787951078,0.350761763127846,0.582120603658211,0.418667599556677,0.2989527582547,53.6854562889007,96.0971134771242,10.3286355428554,-3.6623735062194,-10.5541039899042,-35.184536398154,6.05888660170644,6.01860906712316,-6.70209973002413,4.94286857037143,-8.08981353112424,1.6886148611165,"post-punk",0
"31","New Order","Be a Rebel Remixed","2021-08-27","4dtfNhI3JHnj27BT0E6uhT",2021,"4cxhR76vCkLxn3MIujZDce","Be a Rebel",136.092010152506,-4.58358396929345,0.361144212744192,0.469916588759573,0.274115133421642,0.362008217975037,0.286324017363585,0.414057903306167,0.455057145300877,0.294786307047999,0.342776594769549,0.2927296156283,0.47675289484082,0.364575248629853,53.3542489124038,81.6500671754886,20.7028420545417,-8.6275858901988,3.62090166380729,-30.6036947909783,2.50581880674857,6.58761705237988,-11.5775549329602,7.66560142877015,-9.4092791400131,-7.4337421756184,"post-punk",0
"32","The Smiths","80's Music","2023-03-03","2FN14ciDKBcplGnhYBQmLQ",2023,"3VAIgOc9LlTm2UAe9P6NKO","Each Time You Break My Heart",109.726994457097,-6.54504531366488,0.450282079704036,0.477460862320226,0.381999129970327,0.25505742474619,0.256516705108373,0.258601800275813,0.366008895631688,0.580769546277612,0.372313271304954,0.335488386122127,0.32156703183374,0.251578116785737,50.2008621263085,17.1650268482567,5.58947230373254,-3.61619250000685,36.1240444104007,-30.500104492912,12.9031622380189,-4.84249217705683,0.30091718893805,-0.0695223120345143,-12.6699676293489,-3.06421386229953,"post-punk",0
"33","DEVO","Hardcore Live!","2015-02-24","54Z6QYjPYkV0HrM6uPIGvm",2015,"4aaxhWFGBXkhcnTynQElmt","Beehave",76.2060813219801,-8.6401766086999,0.596304849207526,0.588399515875897,0.503729541070458,0.388895074365279,0.538426829055285,0.428447102753253,0.343264580553582,0.34828453921303,0.330575332632964,0.380979111902364,0.298123879366021,0.500210778108934,49.1280308660215,55.7004972401007,-9.46995863397253,-22.7342085670881,17.491605798285,-34.4777418248889,-32.3573798738312,-4.43208804481002,25.3118980890645,11.0484784399054,-7.00704117291461,-7.29791250074553,"post-punk",0
