"","artist_name","album_name","release_date","album_id","year","song_id","song_name","tempo","loudness","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","genre","jazz"
"100","Siouxsie and the Banshees","Downside Up","2004-01-01","0P7nszAkExWDBPdmjrg0mK",2004,"4HKPAb6z3keXXjPgY4KIBx","Cannibal Roses",93.9980943611923,-8.58428287551043,0.501043352065702,0.608055698564428,0.237214555484711,0.41241529382065,0.148764912326197,0.131017096959435,0.127032108206427,0.1033670424018,0.185461335435522,0.0998811129113763,0.170669143595228,0.334637253636748,45.2407390940639,-9.45959833301382,-30.163242402983,-7.67016406754652,45.9373534844007,-11.2665346827577,-3.11272709147104,1.56173178171341,-11.689270568455,-0.633654437007751,-17.5890583158864,-2.61490838111278,"post-punk",0
"101","Marissa","Heaven In Hell Soundtrack","2023-02-09","6Oj4pTiedYgZJ9kzmZFy2s",2023,"0ZNGU1gg6dFEof1hzrLaXs","Intrique",179.62407001375,-10.2447000786821,0.414825510969143,0.483705042757301,0.397237301175488,0.299643407428876,0.267998798785464,0.289661561158875,0.562852927382644,0.460105937204876,0.468476352991192,0.495466602821511,0.48923439907823,0.619854680219052,48.4569972850596,62.7685217889954,19.7954058916785,-15.9481120987611,-0.57466785321704,-33.6825227782086,-6.27009020800314,-0.935125296987898,-7.731096342107,1.68851368401431,-4.96545739384179,1.65498419025975,"polish",0
"102","Wojciech Kilar","Sami swoi (Original Motion Picture Soundtrack)","2021-08-27","2HhUEQ4DUJpgnPc2ZTHTFk",2021,"2zillrk7rA0xOXQeofA517","Sami swoi - Finał",137.944287382899,-9.44150635343541,0.362912577354047,0.38434916605259,0.274681563464179,0.256712582590127,0.204598316057221,0.26505436632271,0.230252234344229,0.489060868922066,0.38842123328239,0.159148847596964,0.158868051059837,0.113989032220138,45.254992967109,-0.56169113939924,-17.738835349446,-7.43352987110231,32.3940783509329,-17.2097636296881,3.08226464725284,-6.96522432186107,4.4263681137968,5.25059614548388,-20.5969585969283,-5.13019226622746,"polish",0
"103","Marissa","House Party 2023","2023-03-02","0ubBI9oPBiraU8WLvLeLIV",2023,"3PIkPqCZkGTAs6E5a7gykX","Tonight",90.5616587366971,-5.62404025931598,0.62742358773163,0.290280467715647,0.204486602900596,0.327556733831702,0.264311231301187,0.2126564118636,0.51588272209245,0.370016492231489,0.221161922374189,0.214603635652081,0.245458004477878,0.642590634026415,50.2836671618423,98.161156945359,-3.73980816676213,-4.47903976629044,-6.28816308190884,-43.8763069026817,-0.988961871672126,10.0450453428702,-10.9463863593683,3.56831576242301,-8.97784885607956,-0.870222401381017,"polish",0
"104","Sobel","Pułapka Na Motyle (Deluxe Edition)","2021-11-25","6dJDSE3TIoXf8Xwaisq4Nj",2021,"3REXa0lySMDimiX3UrJlE4","Jeden Mały Problem",129.937532543284,-8.20147103669778,0.422057511823252,0.490578045967608,0.267349349514712,0.37443664812374,0.283559477106838,0.299180757356353,0.32529446190398,0.28253314042618,0.316746912818905,0.235565911317569,0.30741180900884,0.341798830022874,46.1540369122394,10.8904988212785,-3.00389609977077,5.98012038304653,39.6626635140859,-15.792734431545,0.247946357886666,0.224995222395317,-8.78356815721276,4.78911791462858,-17.1050826547471,-4.91575637118171,"polish",0
"105","Cypis","Czas się wieszać","2019-07-26","0oB1rCNcNwOF4j7xkpLeTY",2019,"6GRBp39jdyhBuGMkD9bGm6","Przepraszam cię",106.297626531691,-28.7506920668224,0.610441572780362,0.509815030050523,0.269477110384659,0.256147497030889,0.205148097935226,0.35307073131728,0.258994841630287,0.259054393930719,0.311102305485942,0.424125867196912,0.606065848139054,0.495613902169138,26.2703811657922,-129.643109696577,-14.2854788026197,6.18739933823472,56.2113585143886,-29.9914225648437,-18.3756103786615,16.5142181668459,-19.643046727925,-3.10119366403034,-1.05401337224386,-2.89409886082859,"polish",0
"106","Wojciech Kilar","Sami swoi (Original Motion Picture Soundtrack)","2021-08-27","2HhUEQ4DUJpgnPc2ZTHTFk",2021,"6HmmQ1gIA6yoOhseQZq4M1","Sami swoi - Pozytywka",0,-21.4544002271771,0.542197798603194,0.244972499303228,0.344945145967604,0.31468196837547,0.166909074513821,0.263303703946718,0.268398954125701,0.592851133214417,0.253077287772809,0.198328922075102,0.263511529405386,0.292615177190534,34.3888823117623,-110.018675863893,5.36629268574717,24.3541513177067,27.3974079763824,-33.0992273810686,-10.353114294613,3.07254442014948,-2.34997504366706,-5.75308157588023,-4.96197698527162,3.35403027614831,"polish",0
"107","Frédéric Chopin","Chopin & Mendelssohn: Piano Works","2023-02-17","3Tbd3oF3lR891C3uYXciSV",2023,"1h1li2ZJbBqLr1ZGcCyQQj","Lieder ohne Worte, Op. 67: No. 1. Andante in E Flat, MWV U 180",117.101769193338,-9.97818728275936,0.312743484824348,0.490045752304575,0.311328467082847,0.527118415411842,0.295439293543929,0.259992627849263,0.251683066218307,0.242456890845689,0.398157374465737,0.253950233645023,0.347662672566267,0.259772365577237,46.0142826822283,26.3783461225846,-25.7860591873559,-3.99090536699054,13.3872494644249,-32.6986808290181,12.429130302963,-3.84351808375181,-2.70096206814621,-2.9040559765556,-16.5856655370166,-0.469978481047848,"polish",0
"108","Krzysztof Penderecki","Penderecki: St. Luke Passion (Live)","2020-06-05","0GATGncnX7Jxs8rM5UGn5O",2020,"3fcEz7QqR1KZVQB6DLSPzS","St. Luke Passion, Pt. 2: No. 21, Et stabat populus (Live)",99.5808389656344,-12.8379327782402,0.425297908413847,0.46169207103242,0.2748275209764,0.347713562494076,0.350342020703034,0.387104561058707,0.619370360298466,0.515853089996335,0.584898447810279,0.409199527816674,0.286234384169002,0.295894182292496,42.7860213647303,-11.703697759508,-23.741180138247,11.325793353717,12.8423442864678,-47.9441760817876,25.2563984714833,-4.05766413751042,-13.278894277996,4.99932173790052,-13.4394036018723,4.40845308408496,"polish",0
"109","Mr. Polska","Bajki Na Dobranoc (EXTENDED EDITION)","2020-06-19","5Rvpz5No8XIUmXBVdBYZQE",2020,"3PSmflz5XrvJunj8vSKAdi","Czarny Dress",89.2716283946352,-11.8864039199281,0.136937073095632,0.208316041670119,0.922669987020104,0.24812693181704,0.10675499066394,0.203534450372514,0.140603017451474,0.432095685883449,0.0964774109802827,0.193763789783588,0.18193510624299,0.118243566711215,43.7437855518932,-11.3004347125064,-7.57759595941241,-4.04454549736179,11.3465211262271,-27.5369148187071,1.50425237774513,-3.35515298273037,3.67104542324705,1.50694573130743,-14.5769587406233,5.00947511119373,"polish",0
"110","Wojciech Kilar","Cała naprzód! / Giuseppe w Warszawie (Original Motion Picture Soundtrack)","2021-02-26","3yzpe5HHMUIqNXNQsK8qHx",2021,"0KzNVKxyS2x7fSODCSXOrQ","Giuseppe w Warszawie XIII",122.169137273923,-9.30436791173521,0.518773394853182,0.550340470388161,0.610335225656207,0.29672505249161,0.184360701184546,0.20843665277655,0.183799139823226,0.190340441442185,0.153277663687231,0.261906170187137,0.293519774740318,0.279622093117742,45.5941340841803,-10.3669177358136,-17.3146909272777,-5.64822466604539,29.4053262893706,-25.3374882824943,3.86657129948533,-7.96722161241923,-6.01682481253295,2.63384253116732,-14.7250064679959,-0.27039163306434,"polish",0
"111","Riverside","ID.Entity Deluxe Edition","2023-01-20","7ENyTrx4T5mCHe13ricvVo",2023,"4hj0WSD2WmqFG8CA0JVn0b","I’m Done With You",72.1386098165111,-35.2986433356184,0.29095849843657,0.24035701173895,0.314815906014888,0.247239047085869,0.29639016266152,0.354422086593267,0.280477918376832,0.265509401891474,0.384745729899461,0.278509465886508,0.183969162197072,0.303275322643452,22.4470512280793,-60.6541962202965,13.0880684982422,-9.29486539222593,43.0017032973997,-32.5379316286175,-4.34602215923766,7.93318075194931,-20.0635527992394,-3.61498675663797,-4.87732495394637,-1.49425242565792,"polish",0
"112","How to Disappear Completely","Lux Asunder","2015-06-19","77jbIyGrDg8GQFAgn6EIiB",2015,"7tpAok74lXegf1WYOEwXTQ","We Disappear",95.3460051998492,-17.67533846229,0.489446007559956,0.235508961361993,0.261004753131246,0.169333254429007,0.130875647487269,0.284537080575583,0.145752037990279,0.274298302004155,0.245777567514836,0.156265511981347,0.190097569694735,0.201090389698215,34.7502583879683,21.9879409768148,-8.21781343796404,10.1921651046656,18.0442260087012,-17.1762702770746,4.57747678240193,2.88950127435688,-16.9096656727842,-8.87774418047158,-19.3239995058821,-2.93529246728182,"polish",0
"113","Zbigniew Preisner","Preisner: Twilight for Solo Piano","2019-03-15","2XTqW3v9TPmyZIqZ3Yd8ZA",2019,"0tn49udQTRRo6tawUgycqq","Twilight",134.643317387691,-5.59284380566027,0.6139740438969,0.775554790899721,0.489012114751175,0.498833632220308,0.502977294485054,0.542600150934409,0.512383170101198,0.596711194216517,0.625826644281956,0.507490797787207,0.41773459731167,0.406305532381385,52.9742028801749,63.0950795347414,-4.55070790397176,-15.2636467505229,-0.00743165115633765,-41.5398270087125,-2.80491004144001,4.64628829776869,-8.23697054705034,2.79452380410548,-8.03651916103488,3.73651419746369,"polish",0
"114","Marissa","Heaven In Hell Soundtrack","2023-02-09","5YkoauBGW7usGhwpsMN4YG",2023,"75DilcCsGuG3cTRJJPtIDR","Hell Is Heaven",78.7541395217007,-10.4885256070068,0.511429009018643,0.365549670224355,0.308986092919494,0.396955473655295,0.251697697155523,0.211107961948828,0.250510870888791,0.466120210865392,0.389828364215659,0.223697346202998,0.261983954007056,0.298915131393931,42.500901755198,-40.7219222771111,-15.0753023178105,-10.274719875736,-6.18420568688668,2.07766719190498,1.9146711499338,4.25975207731377,-5.1939934461878,-0.600039862397223,-21.1363747084523,-0.938704689675383,"polish",0
"115","Decapitated","Just A Cigarette","2022-05-13","3OoIeqjAX35heyQnIAyBWH",2022,"39QvqjLS7UHOHQ8Uw9Y3Rx","Cancer Culture",125.96703728068,-6.50262628137876,0.424020290226565,0.447670547211421,0.425102039944824,0.332457341791212,0.24870542892348,0.301524030933657,0.205215959127062,0.213132819403312,0.243485224169101,0.341504704271758,0.354370847695515,0.410344340763835,43.4945679898438,-4.03496933631216,-42.0793217304697,11.1025129915882,33.4860201325642,-16.0359590898793,-3.17442322381903,-3.25625374847385,-0.294740744004201,-1.12592950779993,-17.3212235568531,-0.465792440117241,"polish",0
"116","Malik Montana","Haram Masari","2017-01-01","3LgMnWqdQfTeIcWkgdnCYU",2017,"6qUfjSDRIb3o5z84Z1igDE","Intro",125.052104337293,-8.90012752109433,0.427763961846534,0.421807085045066,0.324635329056366,0.518298384149586,0.315525411309246,0.247010578933349,0.337180962642194,0.266804914501462,0.436392649989702,0.275607808980126,0.337502276012336,0.584433854727919,45.5449343596179,-21.9276526961251,-9.28859868508125,4.81122409249582,27.4371146230704,-20.3021037815213,12.6749337032523,-7.1943659336749,-3.63430836256221,1.61431843547712,-22.2227111990085,1.51728547344581,"polish",0
"117","Piotr Anderszewski","Piotr Anderszewski at Carnegie Hall","2009-05-08","1hTWslMv3RbcaVYR5u0vmP",2009,"7IcL6sTr1YHLP75QvK0SMH","Schumann: Faschingsschwank aus Wien, Op. 26: I. Allegro",119.864836621097,-4.83333603725073,0.878445794147145,0.625370267161324,0.456511248772708,0.373972405350606,0.386569919121883,0.470415540987646,0.331780742477217,0.256547215326418,0.313998120899701,0.408840380720207,0.385108608225436,0.524214567015112,53.3926553795102,89.0411038996237,-21.538471781052,-23.8730685959893,-14.7403308340434,-30.193266618722,-12.0664202712366,2.31936187984155,-5.14648627507875,8.14007203609578,-9.34058381243786,4.55729731165935,"polish",0
"118","Zbigniew Preisner","Lost and Love (Original Motion Picture Soundtrack)","2019-09-16","7wbAS0BtfKO1K047zaSKSK",2019,"1g9spB6udnQUB6FeE139ZH","First Bridge",94.9985476486653,-11.9847261409662,0.380381431885809,0.414580705733528,0.220793933579671,0.460460971770517,0.337600595373529,0.268454035417533,0.486551988818604,0.25059488822966,0.44961405922627,0.247060292571414,0.338669527109903,0.552943989305066,44.6921380024712,-4.79641435532983,14.2982967331613,13.0753157824131,16.3771386955249,-24.8413200264866,-5.84508571042142,4.94015795369445,-11.9965509961847,-2.80500769725811,-10.5368434871465,1.91714522664343,"polish",0
"119","Frédéric Chopin","Claudio Arrau Plays Chopin (Remastered)","2022-11-18","7ieSQbSwYCFriXzhYJmlTn",2022,"64qPlW2E8NmViFZYHik415","Chopin: Scherzo No. 3 in C-Sharp Minor, Op. 39",138.162666943691,-12.3574254780045,0.295286148040059,0.35679998409211,0.387955262171337,0.389438120300168,0.386535511637,0.479728434122831,0.368942391750619,0.618717011781842,0.317911155551535,0.15657042861691,0.159010963222762,0.160346441113208,44.2753376078268,72.8019672123968,-50.27146712093,-25.9272209860611,7.97355766012141,-20.1153142759745,2.38804692988559,8.25759186670279,1.37937720532225,7.25000795758288,-13.7742703633414,10.1858976546915,"polish",0
"120","Decapitated","Death ...Is Just the Beginning, MMXVIII","2018-10-19","5NkBukTXyr85dlgnK5myX7",2018,"3Tjk5tQjFb0N2rAGANifGT","War Rages On - Demo",74.3306064478961,-14.7820710598669,0.395499767635155,0.366274475709278,0.36604187289955,0.268896404961708,0.374554921710891,0.342498580891853,0.346148562576528,0.344360434489496,0.344098764862258,0.526789019743558,0.423697618866673,0.358826820795444,39.3400663077972,-21.7504415516066,26.8820714261938,2.56080519054061,23.7591025160383,-23.0317581798991,-3.98714479633674,2.90659249591955,-9.4332637015306,-4.65189652578464,-8.53659905847399,2.93602577141643,"polish",0
"121","Rafał Blechacz","Chopin","2023-03-03","2y7XA7KLJXRPzTgULfXK5F",2023,"1QdaQelWF9usD9WtDNrHXf","Piano Sonata No. 2 in B-Flat Minor, Op. 35: II. Scherzo - Più lento",120.421034448045,-8.73412622519836,0.336215458128813,0.408796765217962,0.240506064326746,0.4022132410951,0.296443574248164,0.246660900591013,0.400115317352881,0.349586443628844,0.415279106354578,0.317031228761393,0.246361245793969,0.244459824953916,46.8102882541612,18.271081057716,-33.7247628794682,-23.7000185126165,17.7787944697954,-14.2358388020253,0.162058747489871,-2.00182988078153,-7.0405828228721,7.04890779120721,-18.8688828357829,-1.79741343485785,"polish",0
"122","Karol Szymanowski","Szymanowski: Piano Works, Vols. 4 & 5","2019-07-05","4dJC7UWcmSH3ivGbAcVtYt",2019,"6bRdCsNx39IFS8aQMSyYvd","Prelude & Fugue in C-Sharp Minor, M19",77.8227235912945,-27.1420171538966,0.273251647426385,0.387718587402067,0.0863384003943827,0.208472738173662,0.0783157349833254,0.748689424524145,0.0956067841546419,0.0862072180503611,0.206667032588298,0.191802771273635,0.323396822626895,0.069097639749385,24.7975396512256,-124.461630518662,-28.7772943508173,30.5923936007549,60.940219993481,-22.0843308696051,-19.5042370575114,19.1124371812858,-14.3859831878808,1.52865461850894,-13.3123805370161,-2.86565545264572,"polish",0
"123","Marissa","Heaven In Hell Soundtrack","2023-02-09","5YkoauBGW7usGhwpsMN4YG",2023,"4qoxCvREBH9vUVb3DfJXBn","Perdoname",139.717441936245,-7.32978149831888,0.431944236176759,0.58517674893961,0.315829988122009,0.332769392017005,0.374482600667624,0.248399289861467,0.227858384363218,0.258525027544326,0.365433593544192,0.198054954920805,0.21105680518704,0.303511075337037,46.5150378623884,50.2853332834559,3.79537349076048,-8.80545041392363,12.4746781520322,-14.3234307075191,-13.7732100396156,5.55493949714526,-11.429401564487,3.86534115475795,-14.4394183714975,-1.11199560158522,"polish",0
"124","Percival Schuttenbach","Wild Hunt (Live Pyrkon 2018)","2019-11-08","5ZlJptV8JWWfpoi2aPCFLu",2019,"3Dwe0qjcpr1P4a81GbWDwr","Sargon (Silver for Monsters) - Live Version",125.940732994531,-4.71659182609375,0.41416770003882,0.424987612971653,0.532400782171692,0.478487436448257,0.308712480301762,0.294708994208829,0.345826719024988,0.502380840223241,0.464434786851222,0.336608644466724,0.280902370491632,0.306175918865019,50.6611742426935,49.5208238173069,-1.01535168163632,8.19340459271767,22.5182303240085,-20.7273382761707,0.854226886665573,-1.05877456380284,-4.55274762169978,-2.34577335458437,-18.5781775708178,-7.6940041721084,"polish",0
"125","Żywiołak","Nowa Mix-Tradycja","2010-12-13","529zq0t8zZSiwhnlRFxzyZ",2010,"0iHWlDgL9cxW4GtaOJRMee","Mój Miły Rolniku",154.824052437353,-8.90398825532407,0.391921128260352,0.523003139847505,0.309842710928978,0.294837011385976,0.369594856080258,0.373928356555237,0.286830169493124,0.243360126242317,0.281029033110773,0.296180785130439,0.315056689627976,0.349346396085786,44.1037947360457,18.4678434001622,-22.4537412905673,-1.03561498586303,62.7118103898811,-2.63119139068113,-4.4284633409871,-11.3849891183556,-11.9187225758697,8.10517584392484,-20.6946944346547,4.67487279823336,"polish",0
"126","Karol Szymanowski","Karol szymanowski - œuvres de jeunesse","2020-01-01","3GuogXJy49USscvre8zgTE",2020,"1juCbai1yYv607dnP9VSpW","Thème Varié in B-Flat Minor, op. 3: Tema",135.679445111714,-30.7188616658026,0.212319302713105,0.423364921300865,0.314942362839027,0.283448127608056,0.333626433115616,0.182883977237432,0.2740893731586,0.280539338647753,0.201361360345704,0.484477766225386,0.346165221145778,0.208383774649651,22.890262816575,-79.8674679135824,-12.55388060581,10.4313354045205,54.5534895377034,-31.5134649244597,-7.44082913036071,19.3664658027046,-20.0443974050361,-4.26959180585229,-9.45547749129152,2.60461913812772,"polish",0
"127","Behemoth","Abyssus Abyssum Invocat","2011-06-07","0FZDxu9FUEEFv2CGSGJ9Fd",2011,"64acU8z5OdhoBdIGapKYYB","From the Pagan Vastlands (Live)",152.439232740747,-8.31347602182962,0.552668694604878,0.901835202762329,0.270902695356485,0.143774699199896,0.113533660779082,0.121284875141626,0.120991473393896,0.12376034372356,0.26534673579488,0.154965332459958,0.146638569945953,0.238956881294443,48.922521177601,18.5608671621392,-19.8271837264572,-30.8529591739046,-13.2565592318496,-29.0335571038372,9.80435820178468,0.853711844662368,4.81160668307045,3.9646815670228,-10.0890133756584,4.63541152540451,"polish",0
"128","Dawid Podsiadło","Annoyance and Disappointment","2015-11-02","2OHeBBlmX51KCY1UTqxDZ4",2015,"5xa9dcbRccAZBlcSjtFuvI","Goodnight",131.608745090956,-5.9641483515146,0.50958121204134,0.824484022427531,0.397960354255852,0.290107597354874,0.289326489517262,0.341272856048963,0.342520603888626,0.295344333587348,0.446536002423647,0.292658797843081,0.267660773039669,0.394011932083676,52.5972709192588,56.267601436647,-7.71628678746751,-27.942992713717,0.0354523551008967,-33.9173665437711,-13.7096947302811,1.26575537141935,3.18545361903647,5.50256180169349,-8.24549882594372,-2.7231583746305,"polish",0
"129","Riverside","Riverside 20 - The Shorts & The Longs","2021-11-19","3Eh2MPJcQRcD9G2y1ZZDNZ",2021,"2lbOpnyuDaPAh3xvTjbdwZ","Conceiving You - Remastered",133.053994113011,-9.17916301530576,0.517714814485615,0.453371101138041,0.409874957704037,0.484130349692264,0.29715867206867,0.274303393369514,0.254906185707148,0.397726636709788,0.321884297206804,0.220545376749727,0.206021185632173,0.230986332672173,45.4326678388018,-29.978663606815,-14.3554721857728,-5.24085579396558,11.2016203799063,-28.5001224965517,-1.2064737486317,-0.399992889334202,-13.5027274026552,1.13480391901298,-14.7620806146383,-3.28781569880537,"polish",0
"130","Da Vosk Docta","Opal Black","2021-02-26","02K1CCVQGslkJdDojP6Wil",2021,"0VfUbwuMjLzpnjfv08kvHp","Parę Piosenek",179.300732425612,-28.087989596865,0.255968895837577,0.290865572426944,0.382007706070982,0.122503262173966,0.0956836065254949,0.10873390997861,0.153172563230723,0.440008985284001,0.147502875081439,0.544655321842815,0.122469711786238,0.142060219504527,26.6145273733634,-47.1984356773147,11.3993449249988,6.88677179455597,37.9696289332278,-31.837698690418,10.3372259893549,10.3564091488228,-3.39164034765771,0.646186672846849,-8.92404234193847,5.32239055554073,"polish",0
"131","Behemoth","In Absentia Dei","2021-12-17","3LAuN7xpQgqsrcA6q3oJd5",2021,"7h8KBWjjH2G0ro5GJBfGQQ","Prometherion",71.9772037104107,-19.3592364550303,0.134397327358632,0.0882071266932214,0.0887152686814447,0.116167096431679,0.453824623182644,0.0366075227701952,0.140191903357936,0.152979445894801,0.0509386089664883,0.0719917821784336,0.045858201263872,0.21128497516474,31.4276904238065,-118.998528209683,7.70092653858033,-8.32496479422626,71.3637050075263,15.9807319190682,1.14499767089714,-11.9123834082543,-8.52492788832409,3.093415832361,-13.3043060291418,13.026007336924,"polish",0
"132","Wojciech Kilar","Cała naprzód! / Giuseppe w Warszawie (Original Motion Picture Soundtrack)","2021-02-26","3yzpe5HHMUIqNXNQsK8qHx",2021,"1iR8cfVKTUcgQmyL64gUgW","Cała naprzód X",83.7946757367991,-7.95792700710936,0.347074680308294,0.388195100465289,0.261314434690515,0.436552531296806,0.287010265381545,0.259259874668699,0.380748020355531,0.282433505691192,0.404988698842593,0.286460061719746,0.3271112748266,0.374269586163652,47.7768828973994,24.9199208744417,-29.3777879092107,-9.40621418781571,23.5441212280805,-12.2566696736964,-6.92092452488136,4.33174253958026,-13.5802723638237,0.396218811305,-21.7652316102907,-5.65013047217757,"polish",0
"133","Sara James","Piosenki Świąteczne","2022-11-17","5wmpyBrjN5aME9zXWmyUWg",2022,"3LCeJAn5GWhwLmJyBcqU1o","God Only Knows - Stereo / Remastered 2012",90.0339576482825,-16.0169747938853,0.32313681123309,0.27793829252635,0.365291382337966,0.152988730971819,0.304316114520216,0.183012945668311,0.239020822652454,0.301479466162089,0.199235831297905,0.371601522585375,0.179568770578579,0.239049499613308,40.2738163965183,40.1279597687571,74.4736158165302,10.6321042363167,51.0241283648164,-15.081163360639,-19.0620187808902,-3.13084898714915,-8.37748469109082,-3.75775948834955,-8.51498394096902,4.54589957833946,"polish",0
"134","Frédéric Chopin","Nelson Freire: Chopin & Liszt","2023-02-25","2anKJFl2hdjRg9WAPyQTon",2023,"1pzfQF9CcZg679khf4wYoI","12 Etudes, Op. 25: No. 10 in B minor",119.271592496656,-4.05277158752417,0.419573992908143,0.600593875514673,0.429587234493897,0.507815639942801,0.341217779457382,0.3433790596311,0.538548953232351,0.327192020235662,0.314856949716429,0.281002977083955,0.331993652918214,0.359695044343884,53.0417968344159,54.7005971502697,18.1357082397264,0.223767581365789,24.3095139844199,-22.8312818305398,-7.50441107636457,5.88319242501757,-4.11129827873269,-1.69019239829584,-12.0703170495512,6.80226349936084,"polish",0
"135","Żywiołak","Nowa Ex-tradycja","2008-12-13","4O8IgPTBy0eqVAO4lbg75b",2008,"5V34CoeaG8RR5RE61hOJkr","Wiły",158.751203589406,-3.35638879219424,0.649629420611608,0.602718114262107,0.453582063465509,0.426092854075585,0.502381077501202,0.420274188574328,0.449415751189958,0.450052332765041,0.526227567789929,0.616593263154194,0.590120843700048,0.617618603499649,55.2984241798661,129.641604306728,-19.6661011678541,-29.7299135844675,-7.27958519816336,-29.6064602757327,-30.0653824067373,2.98258728568329,-5.32198118824337,3.53204333795214,-6.78187093637245,-1.56023724932823,"polish",0
"136","Marissa","Walentynki 2023","2023-02-10","4pfxO50YDcSHO97mylTnDQ",2023,"1ARQQY0hq4p8gDTx8ivjB7","The First Cut Is The Deepest - Stereo Version",139.755454012378,-12.6255648867999,0.293294274892313,0.138832458730492,0.243202688357874,0.246160313896229,0.225944496047093,0.265815152867542,0.158155044100848,0.583740246558976,0.177872082398661,0.225072603805593,0.304958182438622,0.141781364742332,42.7181996827938,-34.6740551258804,-2.21714326656695,-11.8667249778597,11.39846712567,-23.7013160915233,-4.90213089145917,-1.31104087646358,-5.78625448140379,-3.22857711945769,-9.73385607176619,0.0355394823113407,"polish",0
"137","Da Vosk Docta","303K","2018-08-31","1APeFQdEmfn61NJVu6ZHJt",2018,"34ka3LY1hckuX8SayTcIUO","Piękna piosenka",152.388325298094,-5.79670740059496,0.667041911169375,0.68553185066847,0.438688847337457,0.369072856377208,0.426104308925195,0.499979129556262,0.374382226863955,0.420523055428686,0.314548043355367,0.314445923906602,0.292505997485384,0.354027297073688,50.1263621970502,73.7592293690617,18.6444071376686,11.097058067311,25.7295302037629,-8.55652958341274,-0.784066203551898,11.0334344445578,-22.174266510147,4.72495421713028,-17.1300122247593,5.90240527079007,"polish",0
"138","ReTo","K R U K","2017-11-10","7I93FuWOL0XnOHNWHj1Que",2017,"7L7OzxUMeawXE2IGdIfrDy","Klamka | Zapadła",151.246643337637,-7.43297724169118,0.399295121129525,0.630608500654688,0.301716301560714,0.420744582316005,0.376131426220711,0.262550542082476,0.387349679155271,0.262799165660128,0.427279479820805,0.264918842102807,0.244311264575373,0.332013603211421,49.0754534077125,39.5423406267138,26.4155782023132,0.69087087717472,42.4106882912313,-8.94520171458613,-12.3487836100493,0.277996162439117,-15.0328165804731,0.703621730884753,-12.7614777134826,-0.175913815667858,"polish",0
"139","Percival Schuttenbach","Slava - Pieśni Słowian Zachodnich","2018-08-23","0HPryJFXINcC6IOL3WOcmW",2018,"3r5bk9EcxTfGPaqfq7m4zP","Morena",63.5768777588062,-24.2396686599149,0.125871141227417,0.498857250791581,0.1518602494878,0.227107204134848,0.0870255173216614,0.220460258288322,0.332709724809089,0.0891012350996461,0.272381415440492,0.168314986356863,0.253657537716521,0.235441415393928,31.04872764607,-134.072078857329,32.1606486249767,35.6513301216707,59.1310818739989,-25.4659971429037,-15.2922250226765,11.8076604371857,-6.2158345770162,-5.35495161133358,-5.51270963424288,-5.34147449650773,"polish",0
"140","Sobel","Piękni Ludzie","2022-11-23","7Fy8Vbn5AiJdZj9fxGTf2P",2022,"4Cbmh4rI5IZp9VBPrhEVbR","Piękni Ludzie",140.034171430202,-9.00202426594486,0.453564437931896,0.68431276222276,0.288505574014384,0.345224037476028,0.310195939373838,0.313223038288838,0.235991656888202,0.200628445932721,0.181576030209913,0.229877150016921,0.320568473682028,0.337266786981159,44.443416243276,13.786896621006,-40.4805614175673,-3.08916109654117,0.990611243820765,-16.0047834533425,-0.479236878328254,8.3612505233126,-11.4547599744201,4.15975871846987,-19.3119715365673,1.06372722430754,"polish",0
